国家,中国
指标名称,中国:现货价(平均价):玉米
频率,日
单位,元/吨
指标ID,S5005793
时间区间,2009-01-04:2024-04-15
来源,汇易网
更新时间,'2024-04-15
2022-10-26,2871.96
2022-10-27,2871.18
2022-10-28,2871.18
2022-10-31,2872.43
2022-11-01,2876.43
2022-11-02,2876.08
2022-11-03,2878.63
2022-11-04,2880.59
2022-11-07,2882.16
2022-11-08,2890.0
2022-11-09,2893.14
2022-11-10,2897.45
2022-11-11,2910.78
2022-11-14,2918.24
2022-11-15,2917.84
2022-11-16,2920.2
2022-11-17,2919.41
2022-11-18,2921.76
2022-11-21,2929.61
2022-11-22,2938.82
2022-11-23,2957.65
2022-11-24,2962.75
2022-11-25,2985.1
2022-11-28,3003.73
2022-11-29,3008.24
2022-11-30,3008.24
2022-12-01,3004.9
2022-12-02,3003.92
2022-12-05,3000.2
2022-12-06,2994.51
2022-12-07,2988.43
2022-12-08,2985.88
2022-12-09,2981.18
2022-12-12,2974.9
2022-12-13,2974.31
2022-12-14,2974.22
2022-12-15,2970.78
2022-12-16,2969.71
2022-12-19,2969.9
2022-12-20,2969.51
2022-12-21,2961.57
2022-12-22,2959.02
2022-12-23,2953.33
2022-12-26,2946.67
2022-12-27,2944.71
2022-12-28,2943.53
2022-12-29,2943.73
2022-12-30,2936.86
2023-01-03,2938.82
2023-01-04,2938.24
2023-01-05,2938.63
2023-01-06,2937.45
2023-01-09,2941.18
2023-01-10,2936.67
2023-01-11,2935.88
2023-01-12,2931.57
2023-01-13,2931.76
2023-01-16,2931.96
2023-01-17,2931.96
2023-01-18,2929.22
2023-01-19,2929.22
2023-01-20,2929.22
2023-01-28,2930.59
2023-01-29,2931.57
2023-01-30,2932.75
2023-01-31,2931.96
2023-02-01,2930.35
2023-02-02,2928.2
2023-02-03,2924.27
2023-02-06,2920.71
2023-02-07,2918.94
2023-02-08,2916.86
2023-02-09,2914.53
2023-02-10,2912.14
2023-02-13,2913.12
2023-02-14,2911.65
2023-02-15,2913.88
2023-02-16,2908.2
2023-02-17,2909.18
2023-02-20,2909.18
2023-02-21,2909.69
2023-02-22,2909.88
2023-02-23,2909.57
2023-02-24,2906.0
2023-02-27,2905.06
2023-02-28,2903.96
2023-03-01,2903.57
2023-03-02,2902.59
2023-03-03,2902.67
2023-03-06,2901.02
2023-03-07,2895.22
2023-03-08,2895.1
2023-03-09,2893.92
2023-03-10,2893.92
2023-03-13,2893.37
2023-03-14,2893.14
2023-03-15,2886.24
2023-03-16,2885.61
2023-03-17,2886.59
2023-03-20,2884.94
2023-03-21,2883.45
2023-03-22,2874.67
2023-03-23,2870.67
2023-03-24,2861.65
2023-03-27,2857.18
2023-03-28,2851.88
2023-03-29,2850.0
2023-03-30,2847.92
2023-03-31,2841.41
2023-04-03,2835.06
2023-04-04,2831.53
2023-04-05,2831.53
2023-04-06,2828.35
2023-04-07,2828.94
2023-04-10,2831.22
2023-04-11,2825.63
2023-04-12,2825.14
2023-04-13,2825.53
2023-04-14,2826.12
2023-04-17,2825.53
2023-04-18,2824.16
2023-04-19,2824.94
2023-04-20,2824.55
2023-04-21,2819.65
2023-04-23,2818.47
2023-04-24,2814.75
2023-04-25,2815.45
2023-04-26,2811.88
2023-04-27,2811.88
2023-04-28,2801.76
2023-05-04,2817.68
2023-05-05,2795.65
2023-05-06,2786.59
2023-05-08,2783.76
2023-05-09,2781.02
2023-05-10,2768.16
2023-05-11,2766.2
2023-05-12,2762.08
2023-05-15,2752.75
2023-05-16,2746.47
2023-05-17,2746.86
2023-05-18,2744.9
2023-05-19,2743.92
2023-05-22,2745.69
2023-05-23,2749.61
2023-05-24,2751.37
2023-05-25,2751.57
2023-05-26,2748.51
2023-05-29,2752.16
2023-05-30,2755.29
2023-05-31,2755.57
2023-06-01,2755.57
2023-06-02,2756.04
2023-06-05,2770.2
2023-06-06,2772.16
2023-06-07,2771.96
2023-06-08,2770.39
2023-06-09,2768.12
2023-06-12,2770.75
2023-06-13,2770.16
2023-06-14,2775.06
2023-06-15,2775.37
2023-06-16,2775.29
2023-06-19,2788.43
2023-06-20,2796.08
2023-06-21,2796.67
2023-06-25,2802.35
2023-06-26,2803.14
2023-06-27,2814.12
2023-06-28,2820.59
2023-06-29,2828.82
2023-06-30,2838.63
2023-07-03,2842.04
2023-07-04,2845.18
2023-07-05,2855.41
2023-07-06,2856.98
2023-07-07,2859.8
2023-07-10,2859.69
2023-07-11,2867.29
2023-07-12,2871.96
2023-07-13,2873.06
2023-07-14,2868.9
2023-07-17,2866.16
2023-07-18,2864.16
2023-07-19,2866.39
2023-07-20,2868.78
2023-07-21,2867.8
2023-07-24,2878.17
2023-07-25,2865.57
2023-07-26,2865.76
2023-07-27,2866.04
2023-07-28,2866.24
2023-07-31,2866.55
2023-08-01,2864.39
2023-08-02,2865.25
2023-08-03,2867.02
2023-08-04,2871.53
2023-08-07,2874.86
2023-08-08,2885.25
2023-08-09,2889.76
2023-08-10,2891.92
2023-08-11,2898.98
2023-08-14,2904.98
2023-08-15,2906.0
2023-08-16,2904.04
2023-08-17,2907.45
2023-08-18,2907.14
2023-08-21,2908.51
2023-08-22,2908.71
2023-08-23,2909.88
2023-08-24,2910.47
2023-08-25,2917.92
2023-08-28,2919.88
2023-08-29,2922.04
2023-08-30,2924.98
2023-08-31,2926.84
2023-09-01,2928.51
2023-09-04,2928.51
2023-09-05,2928.71
2023-09-06,2931.45
2023-09-07,2931.29
2023-09-08,2934.98
2023-09-11,2930.9
2023-09-12,2925.37
2023-09-13,2925.25
2023-09-14,2922.9
2023-09-15,2920.75
2023-09-18,2915.45
2023-09-19,2903.29
2023-09-20,2902.12
2023-09-21,2897.61
2023-09-22,2893.1
2023-09-25,2893.1
2023-09-26,2887.61
2023-09-27,2879.14
2023-09-28,2871.1
2023-10-07,2831.69
2023-10-08,2822.08
2023-10-09,2805.41
2023-10-10,2800.51
2023-10-11,2797.57
2023-10-12,2791.29
2023-10-13,2785.61
2023-10-16,2772.27
2023-10-17,2767.57
2023-10-18,2756.78
2023-10-19,2738.35
2023-10-20,2732.86
2023-10-23,2729.14
2023-10-24,2716.71
2023-10-25,2710.27
2023-10-26,2706.35
2023-10-27,2699.33
2023-10-30,2692.47
2023-10-31,2689.53
2023-11-01,2685.41
2023-11-02,2684.43
2023-11-03,2684.63
2023-11-06,2690.12
2023-11-07,2691.69
2023-11-08,2692.67
2023-11-09,2692.27
2023-11-10,2693.25
2023-11-13,2692.47
2023-11-14,2694.82
2023-11-15,2697.18
2023-11-16,2696.98
2023-11-17,2696.98
2023-11-20,2699.82
2023-11-21,2701.2
2023-11-22,2701.49
2023-11-23,2699.06
2023-11-24,2699.84
2023-11-27,2697.49
2023-11-28,2692.78
2023-11-29,2688.27
2023-11-30,2682.67
2023-12-01,2680.71
2023-12-04,2668.98
2023-12-05,2654.47
2023-12-06,2643.29
2023-12-07,2638.59
2023-12-08,2637.06
2023-12-11,2638.02
2023-12-12,2634.2
2023-12-13,2628.12
2023-12-14,2626.16
2023-12-15,2623.41
2023-12-18,2593.8
2023-12-19,2580.47
2023-12-20,2573.61
2023-12-21,2567.53
2023-12-22,2565.27
2023-12-25,2574.78
2023-12-26,2574.2
2023-12-27,2569.22
2023-12-28,2566.86
2023-12-29,2566.86
2024-01-02,2564.71
2024-01-03,2557.65
2024-01-04,2553.14
2024-01-05,2545.49
2024-01-08,2536.47
2024-01-09,2529.41
2024-01-10,2521.57
2024-01-11,2508.43
2024-01-12,2510.59
2024-01-15,2505.0
2024-01-16,2498.82
2024-01-17,2492.94
2024-01-18,2472.35
2024-01-19,2460.98
2024-01-22,2446.67
2024-01-23,2439.41
2024-01-24,2415.1
2024-01-25,2407.45
2024-01-26,2403.73
2024-01-29,2405.88
2024-01-30,2405.88
2024-01-31,2409.8
2024-02-01,2409.41
2024-02-02,2417.84
2024-02-04,2418.43
2024-02-05,2419.02
2024-02-06,2419.02
2024-02-07,2419.41
2024-02-08,2419.02
2024-02-18,2415.88
2024-02-19,2408.43
2024-02-20,2407.45
2024-02-21,2409.61
2024-02-22,2414.51
2024-02-23,2435.1
2024-02-26,2459.41
2024-02-27,2459.61
2024-02-28,2462.94
2024-02-29,2465.49
2024-03-01,2465.29
2024-03-04,2458.82
2024-03-05,2457.25
2024-03-06,2457.65
2024-03-07,2465.69
2024-03-08,2467.65
2024-03-11,2465.69
2024-03-12,2468.63
2024-03-13,2468.63
2024-03-14,2468.63
2024-03-15,2468.43
2024-03-18,2473.33
2024-03-19,2467.45
2024-03-20,2468.04
2024-03-21,2467.65
2024-03-22,2462.55
2024-03-25,2458.43
2024-03-26,2454.71
2024-03-27,2452.94
2024-03-28,2451.57
2024-03-29,2452.25
2024-04-01,2452.25
2024-04-02,2450.0
2024-04-03,2450.39
2024-04-07,2450.98
2024-04-08,2444.51
2024-04-09,2440.78
2024-04-10,2438.24
2024-04-11,2437.65
2024-04-12,2428.63
2024-04-15,2425.49

数据来源：Wind































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































